"Russell.Ticker","Russell.Company","Bloomberg.Name","BB.Unique.ID","Bloomberg.Ticker","RF.UI.ID"
"FBCM","FBR & CO","FBR & CO","EQ0000000003423066","FBRC","BS090p"
"FBN","FURNITURE BRANDS INTL","FURNITURE BRANDS INTL INC","EQ0010079300001000","FBN","B_IKm"
"FBNC","FIRST BANCORP NC","FIRST BANCORP/NC","EQ0010376900001000","FBNC","B4ezAO"
"FC","FRANKLIN COVEY CO","FRANKLIN COVEY CO","EQ0010060800001000","FC","CZVb4"
"FCBC","FIRST CMNTY BANCSHAR","FIRST COMMUNITY BANCSHARES","EQ0013644600001000","FCBC","CZeWF"
"FCE.A","FOREST CITY ENTRPRS","FOREST CITY ENTERPRISES-CL A","EQ0010378400002000","FCE/A","CSw0w"
"FCEL","FUELCELL ENERGY INC","FUELCELL ENERGY INC","EQ0010367200001000","FCEL","CXbdJ"
"FCF","FIRST COMMONWLTH FINL","FIRST COMMONWEALTH FINL CORP","EQ0010057300001000","FCF","bKIKa"
"FCFS","FIRST CASH FINANCIAL","FIRST CASH FINL SVCS INC","EQ0010599300001000","FCFS","DqbT1"
"FCH","FELCOR LODGING TRUST IN","FELCOR LODGING TRUST INC","EQ0015419500001000","FCH","Cdo_Z"
"FCN","FTI CONSULTING INC","FTI CONSULTING INC","EQ0017157300001000","FCN","CBqoU"
"FCNCA","FIRST CITIZENS BANCSHRS","FIRST CITIZENS BCSHS -CL A","EQ0010379100001000","FCNCA","CLhhb"
"FCS","FAIRCHILD SEMICONDUCTOR","FAIRCHILD SEMICONDUCTOR INTE","EQ0023133700001000","FCS","B_1jE"
"FCX","FREEPORT-MCMORAN C&G","FREEPORT-MCMORAN COPPER","EQ0010061400003000","FCX","CPAQH"
"FDEF","FIRST DEFIANCE FINANCIA","FIRST DEFIANCE FINL CORP","EQ0011958000001000","FDEF","CfIV_"
"FDML","FEDERAL MOGUL CORP","FEDERAL-MOGUL CORP","EQ0000000005151743","FDML","BiKuKg"
"FDO","FAMILY DOLLAR STORES","FAMILY DOLLAR STORES","EQ0010055000001000","FDO","WUKK6"
"FDP","FRESH DEL MONTE PRODUCE","FRESH DEL MONTE PRODUCE INC","EQ0019403700001000","FDP","MLevq"
"FDS","FACTSET RESEARCH SYSTEM","FACTSET RESEARCH SYSTEMS INC","EQ0017193900001000","FDS","CjCYW"
"FDX","FEDEX CORP","FEDEX CORP","EQ0010055400001000","FDX","B_Vc8"
"FE","FIRSTENERGY CORP","FIRSTENERGY CORP","EQ0030291600001000","FE","m7AD9"
"FEIC","FEI CO","FEI COMPANY","EQ0012664900001000","FEIC","B_Ktn"
"FELE","FRANKLIN ELECTRIC CO","FRANKLIN ELECTRIC CO INC","EQ0010381600001000","FELE","CdMsg"
"FF","FUTUREFUEL CORPORATION","FUTUREFUEL CORP","EQ0000000006454866","FF","CpGOj"
"FFCH","FIRST FINANCIAL HOLDING","FIRST FINANCIAL HOLDINGS INC","EQ0010382900001000","FFCH","CLy9Z"
"FFG","FBL FINANCIAL GROUP INC","FBL FINANCIAL GROUP INC-CL A","EQ0017196600001000","FFG","CTh_S"
"FFIC","FLUSHING FINANCIAL CORP","FLUSHING FINANCIAL CORP","EQ0017955800001000","FFIC","0b7Wb"
"FFIN","FIRST FINL BANKSHARES","FIRST FINL BANKSHARES INC","EQ0012632900001000","FFIN","DYziU"
"FFIV","F5 NETWORKS INC","F5 NETWORKS INC","EQ0038686100001000","FFIV","B_Hs5"
"FFN","FRIENDFINDER NETWORKS","FRIENDFINDER NETWORKS INC","EQ0000000007555739","FFN","Clrij"
"FHCO","FEMALE HEALTH CO","FEMALE HEALTH COMPANY","EQ0010788200001000","FHCO","CDKSF"
"FHN","FIRST HORIZON NATL CORP","FIRST HORIZON NATIONAL CORP","EQ0010403300001000","FHN","CZccr"
"FIBK","FIRST INTST BANCSYSTEM","FIRST INTERSTATE BANCSYS/MT","EQ0020170700001000","FIBK","JsC5b"
"FICO","FAIR ISAAC CORP","FAIR ISAAC CORP","EQ0010386900001000","FICO","CAKr7"
"FII","FEDERATED INVESTORS INC","FEDERATED INVESTORS INC-CL B","EQ0017141700001000","FII","CBV12"
"FINL","FINISH LINE INC","FINISH LINE/THE - CL A","EQ0010387700002000","FINL","C4ZmK"
"FIRE","SOURCEFIRE INC","SOURCEFIRE INC","EQ0000000002032251","FIRE","Cvz_v"
"FIS","FIDELITY NATL INFO SVCS","FIDELITY NATIONAL INFORMATIO","EQ0000000002011410","FIS","B_fRi"
"FISI","FINANCIAL INSTNS INC","FINANCIAL INSTITUTIONS INC","EQ0084231400001000","FISI","CEh-w"
"FISV","FISERV INC","FISERV INC","EQ0010388200001000","FISV","B_Kt9"
"FITB","FIFTH THIRD BANCORP","FIFTH THIRD BANCORP","EQ0010388400001000","FITB","B_kIV"
"FIX","COMFORT SYSTEMS USA INC","COMFORT SYSTEMS USA INC","EQ0023306200001000","FIX","CFxVt"
"FIZZ","NATIONAL BEVERAGE CORP","NATIONAL BEVERAGE CORP","EQ0010621000001000","FIZZ","Yo46d"
"FL","FOOT LOCKER INC","FOOT LOCKER INC","EQ0010167200001000","FL","CDLed"
"FLDM","FLUIDIGM CORP","FLUIDIGM CORP","EQ0000000006056745","FLDM","I2VudE"
"FLIC","FIRST LONG ISLAND CORP","FIRST OF LONG ISLAND CORP","EQ0010390600001000","FLIC","E9lCd"
"FLIR","FLIR SYSTEMS INC","FLIR SYSTEMS INC","EQ0011897700001000","FLIR","CBC6c"
"FLO","FLOWERS FOODS INC","FLOWERS FOODS INC","EQ0174563000001000","FLO","B_XvT"
"FLOW","FLOW INTL CORP","FLOW INTL CORP","EQ0010390900001000","FLOW","CBDPs"
"FLR","FLUOR CORP","FLUOR CORP","EQ0118470600001000","FLR","I2aPDx"
"FLS","FLOWSERVE CORP","FLOWSERVE CORP","EQ0010348700001000","FLS","_X4_1"
"FLT","FLEETCOR TECHNOLOGIES","FLEETCOR TECHNOLOGIES INC","EQ0000000001480013","FLT","Bu4jP"
"FLWS","1-800 FLOWERS COM","1-800-FLOWERS.COM INC-CL A","EQ0090040500001000","FLWS","L6FkY"
"FMBI","FIRST MIDWEST BANCORP","FIRST MIDWEST BANCORP INC/IL","EQ0010391600001000","FMBI","B_YjA"
"FMC","FMC CORP","FMC CORP","EQ0010059700001000","FMC","me-L9"
"FMD","FIRST MARBLEHEAD CORP","FIRST MARBLEHEAD CORP/THE","EQ0000000000734514","FMD","CiTln"
"FMER","FIRSTMERIT CORP","FIRSTMERIT CORP","EQ0010377000001000","FMER","B_OXI"
"FN","FABRINET","FABRINET","EQ0000000005079842","FN","JrcZT"
"FNB","FNB CORP","FNB CORP","EQ0010376200001000","FNB","CYPxo"
"FNF","FIDELITY NATIONAL FINL","FIDELITY NATIONAL FINL-A","EQ0000000002011410","FNF","GIs4J"
"FNFG","FIRST NIAGARA FINL GRP","FIRST NIAGARA FINANCIAL GRP","EQ0031392100001000","FNFG","CTT-0"
"FNGN","FINANCIAL ENGINES INC","FINANCIAL ENGINES INC","EQ0000000009432721","FNGN","DUXPB"
"FNLC","FIRST BANCORP INC","FIRST BANCORP INC/ME","EQ0018705200001000","FNLC","J725"
"FNSR","FINISAR CORP","FINISAR CORPORATION","EQ0088345000001000","FNSR","I2VHsO"
"FO","FORTUNE BRANDS INC","BEAM INC",NA,"BEAM","3gd1e"
"FOE","FERRO CORP","FERRO CORP","EQ0010056300001000","FOE","B_q5t"
"FOLD","AMICUS THERAPEUTICS INC","AMICUS THERAPEUTICS INC","EQ0000000002534477","FOLD","C3a2U"
"FOR","FORESTAR GROUP INC","FORESTAR GROUP INC","EQ0000000003837536","FOR","CnzGC"
"FORM","FORMFACTOR INC","FORMFACTOR INC","EQ0000000000162804","FORM","CJ19K"
"FORR","FORRESTER RESEARCH INC","FORRESTER RESEARCH INC","EQ0019468100001000","FORR","B_TQ7"
"FOSL","FOSSIL INC","FOSSIL INC","EQ0010395700001000","FOSL","CohEZ"
"FPIC","FPIC INSURANCE GROUP IN",NA,NA,"","yqEvd"
"FPO","FIRST POTOMAC REALTY TR","FIRST POTOMAC REALTY TRUST","EQ0000000000757911","FPO","CGUew"
"FPTB","FIRST PACTRUST BANCORP","FIRST PACTRUST BANCORP INC","EQ0000000000277797","BANC","DftHZ"
"FR","FIRST INDUSTRIAL RLTY T","FIRST INDUSTRIAL REALTY TR","EQ0014827900001000","FR","Chx75"
"FRC","FIRST REP BK SAN FRAN","FIRST REPUBLIC BANK/CA","EQ0000000012217241","FRC","IuqLmD"
"FRED","FREDS INC","FRED'S INC-CLASS A","EQ0010398000001000","FRED","CjAw2"
"FRF","FORTEGRA FINANCIAL CORP","FORTEGRA FINANCIAL CORP","EQ0000000008151384","FRF","RGiW"
"FRM","FURMANITE CORP","FURMANITE CORP","EQ0010083700001000","FRM","zvRYQ"
"FRME","FIRST MERCHANTS CORP","FIRST MERCHANTS CORP","EQ0010398700001000","FRME","BMijrw"
"FRNK","FRANKLIN FINL CORP VA","FRANKLIN FINANCIAL CORP/VA","EQ0000000016806149","FRNK","fc6J2"
"FRO","FRONTLINE LTD","FRONTLINE LTD","EQ0011188600001004","FRO","CKgQX"
"FRP","FAIRPOINT COMMUNICATION","FAIRPOINT COMMUNICATIONS INC","EQ0000000016625040","FRP","Cnemg"
"FRPT","FORCE PROTECTION INC","FORCE PROTECTION INC","EQ0034855600001000","","C8ayq"
"FRT","FEDERAL REALTY INVT","FEDERAL REALTY INVS TRUST","EQ0010055800001000","FRT","CGWw3"
"FRX","FOREST LABS INC","FOREST LABORATORIES INC","EQ0010400200002000","FRX","CB5xn"
"FSC","FIFTH STREET FINANCE","FIFTH STREET FINANCE CORP","EQ0000000004735982","FSC","CWaqd"
"FSCI","FISHER COMMUNICATIONS","FISHER COMMUNICATIONS INC","EQ0013650900001000","FSCI","D8_kQ"
"FSII","FSI INTL INC","FSI INTL INC","EQ0010401600001000","FSII","CUYm4"
"FSL","FREESCALE SEMICONDUCTOR","FREESCALE SEMICONDUCTOR LTD","EQ0000000016767368","FSL","B-1uI4"
"FSLR","FIRST SOLAR INC","FIRST SOLAR INC","EQ0000000002645987","FSLR","B_Zxz"
"FSP","FRANKLIN STREET PPTYS C","FRANKLIN STREET PROPERTIES C","EQ0000000000074461","FSP","Chobx"
"FSR","FLAGSTONE REINSURANCE","FLAGSTONE REINSURANCE HOLDIN","EQ0000000002930534","FSR","CENWw"
"FSS","FEDERAL SIGNAL CORP","FEDERAL SIGNAL CORP","EQ0010055900001000","FSS","I2WA3n"
"FST","FOREST OIL CORP","FOREST OIL CORP","EQ0010394400001000","FST","CEVOT"
"FSTR","FOSTER L B CO","FOSTER (LB) CO-A","EQ0010402500002000","FSTR","B_OwZ"
"FSYS","FUEL SYSTEMS SOLUTIONS","FUEL SYSTEMS SOLUTIONS INC","EQ0010219400001000","FSYS","Dn3-C"
"FTEK","FUEL TECH INC","FUEL TECH INC","EQ0011999400001000","FTEK","I2ZhRv"
"FTI","FMC TECHNOLOGIES INC","FMC TECHNOLOGIES INC","EQ0174801700001000","FTI","CFyhB"
"FTK","FLOTEK INDS INC DEL","FLOTEK INDUSTRIES INC","EQ0011005400001001","FTK","Chvje"
"FTNT","FORTINET INC","FORTINET INC","EQ0000000002546993","FTNT","CB9IQ"
"FTO","FRONTIER OIL CORP",NA,NA,"","kqESs"
"FTR","FRONTIER COMMUNICATIONS","FRONTIER COMMUNICATIONS CORP","EQ0010033700003000","FTR","McjWw"
"FUBC","1ST UNITED BANCORP INC","1ST UNITED BANCORP INC/NORTH","EQ0000000001435180","FUBC","L6Hbr"
"FUL","FULLER H B CO","H.B. FULLER CO.","EQ0010404500001000","FUL","CWWWE"
"FULT","FULTON FINANCIAL CORP","FULTON FINANCIAL CORP","EQ0010404600001000","FULT","CDkEA"
"FUR","WINTHROP REALTY TRUST","WINTHROP REALTY TRUST","EQ0010058200001000","FUR","CE_cg"
"FURX","FURIEX PHARMACEUTICALS","FURIEX PHARMACEUTICALS","EQ0000000009255380","FURX","ajf6C"
"FVE","FIVE STAR QUALITY CARE","FIVE STAR QUALITY CARE","EQ0000000000059456","FVE","Cg2gl"
"FWRD","FORWARD AIR CORP","FORWARD AIR CORPORATION","EQ0012642900001000","FWRD","MAe7y"
"FXCB","FOX CHASE BANCORP","FOX CHASE BANCORP INC","EQ0000000002838327","FXCB","ChSO2"
"FXCM","FXCM INC","FXCM INC-A","EQ0000000011197165","FXCM","I2NscS"
"FXEN","FX ENERGY INC","FX ENERGY INC","EQ0018170800001000","FXEN","CgGO7"
"G","GENPACT LTD","GENPACT LTD","EQ0000000003745395","G","CAxYh"
"GABC","GERMAN AMERICAN BANCORP","GERMAN AMERICAN BANCORP","EQ0011910100001000","GABC","CiO5a"
"GAIN","GLADSTONE INVESTMENT","GLADSTONE INVESTMENT CORP","EQ0000000001782232","GAIN","lahpi"
"GAS","NICOR INC","NICOR INC","EQ0010107200001000","","I2NIwP"
"GB","GREATBATCH INC","GREATBATCH INC","EQ0118125100001000","GB","CFqJZ"
"GBCI","GLACIER BANCORP INC","GLACIER BANCORP INC","EQ0010408400001000","GBCI","EY5Z8"
"GBDC","GOLUB CAP BDC INC","GOLUB CAPITAL BDC INC","EQ0000000009357143","GBDC","i3Fjj"
"GBL","GAMCO INVESTORS INC","GAMCO INVESTORS INC-A","EQ0015978900001000","GBL","CHLG6"
"GBLI","GLOBAL INDEMNITY PLC","GLOBAL INDEMNITY PLC","EQ0000000000748454","GBLI","14Ofs"
"GBX","GREENBRIER COMPANIES IN","GREENBRIER COMPANIES INC","EQ0014806700001000","GBX","B_MwU"
"GCA","GLOBAL CASH ACCESS INC",NA,NA,"","DMxBO"
"GCAP","GAIN CAPITAL HLDNGS INC","GAIN CAPITAL HOLDINGS INC","EQ0000000007984410","GCAP","CeYkV"
"GCI","GANNETT INC","GANNETT CO","EQ0010062400001000","GCI","B_HEY"
"GCO","GENESCO INC","GENESCO INC","EQ0010064600001000","GCO","ChVAs"
"GCOM","GLOBECOMM SYSTEMS INC","GLOBECOMM SYSTEMS INC","EQ0021646500001000","GCOM","CdqGj"
"GD","GENERAL DYNAMICS CORP","GENERAL DYNAMICS CORP","EQ0010063100001000","GD","B_KTz"
"GDI","GARDNER DENVER INC","GARDNER DENVER INC","EQ0014313500001000","GDI","CLxCI"
"GDOT","GREEN DOT CORP","GREEN DOT CORP-CLASS A","EQ0000000009805737","GDOT","HbF-k"
"GDP","GOODRICH PETROLEUM CORP","GOODRICH PETROLEUM CORP","EQ0010115000001000","GDP","CO63O"
"GE","GENERAL ELECTRIC CO","GENERAL ELECTRIC CO","EQ0010063200001000","GE","B_Ki4"
"GEF","GREIF INC","GREIF INC-CL A","EQ0011925300002001","GEF","CCCzC"
"GEN","GENON ENERGY INC","GENON ENERGY INC","EQ0118540400001000","GEN","WKue4"
"GEO","GEO GROUP INC","GEO GROUP INC/THE","EQ0014820600001000","GEO","B_KRl"
"GEOI","GEORESOURCES INC","GEORESOURCES INC","EQ0010413000001000","GEOI","I2aedf"
"GEOY","GEOEYE INC","GEOEYE INC","EQ0000000000903436","GEOY","DTtqE"
"GERN","GERON CORP","GERON CORP","EQ0018696100001000","GERN","B_HY1"
"GES","GUESS INC","GUESS? INC","EQ0018621700001000","GES","I2N5rG"
"GET","GAYLORD ENTMT CO","GAYLORD ENTERTAINMENT CO","EQ0030260800001000","GET","Cg3Zb"
"GEVO","GEVO INC","GEVO INC","EQ0000000008985640","GEVO","Bd-uBd"
"GFF","GRIFFON CORP","GRIFFON CORP","EQ0010477800001000","GFF","I2OFQx"
"GFIG","GFI GROUP INC","GFI GROUP INC","EQ0000000001159904","GFIG","B_c3j"
"GGC","GEORGIA GULF CORP","GEORGIA GULF CORP","EQ0010065100001000","GGC","I2hRwp"
"GGG","GRACO INC","GRACO INC","EQ0010067100001000","GGG","CbiPn"
"GGP","GENERAL GROWTH PPTYS IN","GENERAL GROWTH PROPERTIES","EQ0011698400001000","GGP","B_T4X"
"GGS","GLOBAL GEOPHYSICAL SVCS","GLOBAL GEOPHYSICAL SERVICES","EQ0000000002729051","GGS","FOfA6"
"GHDX","GENOMIC HEALTH INC","GENOMIC HEALTH INC","EQ0000000001881385","GHDX","Cfo4T"
"GHL","GREENHILL & CO INC","GREENHILL & CO INC","EQ0092324300001000","GHL","CAzIx"
"GHM","GRAHAM CORP","GRAHAM CORP","EQ0010415100001000","GHM","COsXv"
"GIFI","GULF ISLAND FABRICATION","GULF ISLAND FABRICATION INC","EQ0021643500001000","GIFI","CZXVc"
"GIII","G-III APPAREL GROUP LTD","G-III APPAREL GROUP LTD","EQ0010415900001000","GIII","DlJCI"
"GILD","GILEAD SCIENCES INC","GILEAD SCIENCES INC","EQ0010416100001000","GILD","B_H0Q"
"GIS","GENERAL MILLS INC","GENERAL MILLS INC","EQ0010063600001000","GIS","B_v7W"
"GKNT","GEEKNET INC","GEEKNET INC","EQ0087175500001000","GKNT","GQHbW"
"GKSR","G&K SERVICES INC","G & K SERVICES INC -CL A","EQ0010416600002000","GKSR","McVB2"
"GLAD","GLADSTONE CAPITAL CORP","GLADSTONE CAPITAL CORP","EQ0175080300060000","GLAD","DUexR"
"GLBC","GLOBAL CROSSING LTD",NA,NA,"","CDKc6"
"GLBL","GLOBAL INDUSTRIES LTD","GLOBAL INDUSTRIES LTD","EQ0011697300001000","GBLI","I2YhqQ"
"GLCH","GLEACHER & COMPANY INC","GLEACHER & CO INC","EQ0010373800001000","GLCH","Z69FK"
"GLDD","GREAT LAKES DREDGE & DO","GREAT LAKES DREDGE & DOCK CO","EQ0000000001623677","GLDD","CBKuQ"
"GLF","GULFMARK OFFSHORE INC","GULFMARK OFFSHORE INC-CL A","EQ0022551400001000","GLF","D310B"
"GLNG","GOLAR LNG LTD BERMUDA","GOLAR LNG LTD","EQ0733627800001001","GLNG","I5IQUk"
"GLPW","GLOBAL POWER EQUIPMENT","GLOBAL POWER EQUIPMENT GROUP","EQ0000000005669796","GLPW","Xv6TX"
"GLRE","GREENLIGHT CAPITAL RE L","GREENLIGHT CAPITAL RE LTD-A","EQ0000000003166120","GLRE","CBi7h"
"GLT","GLATFELTER","GLATFELTER","EQ0010417900001000","GLT","B_cC2"
"GLUU","GLU MOBILE INC","GLU MOBILE INC","EQ0000000003097924","GLUU","DlIvo"
"GLW","CORNING INC","CORNING INC","EQ0010039900001000","GLW","B_Krg"
"GM","GENERAL MTRS CO","GENERAL MOTORS CO","EQ0000000008690631","GM","B_Fyt"
"GMAN","GORDMANS STORES INC","GORDMANS STORES INC","EQ0000000010227182","GMAN","BL_wJ"
"GMCR","GREEN MTN COFFEE ROASTE","GREEN MOUNTAIN COFFEE ROASTE","EQ0011999100001000","GMCR","Cje_x"
"GME","GAMESTOP CORP","GAMESTOP CORP-CLASS A","EQ0175290900001000","GME","B_Nmn"
"GMO","GENERAL MOLY INC","GENERAL MOLY INC","EQ0085043400001000","GMO","ChRpJ"
"GMR","GENERAL MARITIME CORP","GENERAL MARITIME CORP","EQ0174512100001001","","I5j7yi"
"GMT","GATX CORP","GATX CORP","EQ0010062600001000","GMT","CjeA1"
"GMXR","GMX RESOURCES INC","GMX RESOURCES INC","EQ0118598100001000","GMXR","I2ehsw"
"GNC","GNC HLDGS INC","GNC HOLDINGS INC-CL A","EQ0000000011368325","GNC","ZwpCO"
"GNCMA","GENERAL COMMUNICATION","GENERAL COMMUNICATION INC-A","EQ0010419900002000","GNCMA","Cg1NZ"
"GNET","GLOBAL TRAFFIC NETWORK",NA,NA,"","wJMni"
"GNK","GENCO SHIPPING & TRADIN","GENCO SHIPPING & TRADING LTD","EQ0000000001745474","GNK","uZPHt"
"GNOM","COMPLETE GENOMICS INC","COMPLETE GENOMICS INC","EQ0000000008582500","GNOM","CdvOC"
"GNRC","GENERAC HOLDINGS INC","GENERAC HOLDINGS INC","EQ0000000009198628","GNRC","FKyey"
"GNTX","GENTEX CORP","GENTEX CORP","EQ0010420600001000","GNTX","I2RzZ7"
"GNW","GENWORTH FINANCIAL INC","GENWORTH FINANCIAL INC-CL A","EQ0000000000924672","GNW","CHyFl"
"GOK","GEOKINETICS INC","GEOKINETICS INC","EQ0010413100001000","GOK","CUlPp"
"GOOD","GLADSTONE COMMERCIAL","GLADSTONE COMMERCIAL CORP","EQ0000000000624806","GOOD","DLJVt"
"GOOG","GOOGLE INC","GOOGLE INC-CL A","EQ0086119600001000","GOOG","B_HE4"
"GORO","GOLD RESOURCE CORP","GOLD RESOURCE CORP","EQ0000000001910702","GORO","I2f5tz"
"GOV","GOVERNMENT PPTY INCOME","GOVERNMENT PROPERTIES INCOME","EQ0000000007832463","GOV","CuS5E"
"GPC","GENUINE PARTS CO","GENUINE PARTS CO","EQ0010064900001000","GPC","6-0US"
"GPI","GROUP 1 AUTOMOTIVE INC","GROUP 1 AUTOMOTIVE INC","EQ0030080900001000","GPI","CesDf"
"GPK","GRAPHIC PACKAGING HLDG","GRAPHIC PACKAGING HOLDING CO","EQ0018727400001000","GPK","Ct6lT"
"GPN","GLOBAL PAYMENTS INC","GLOBAL PAYMENTS INC","EQ0118440500001000","GPN","I2TzRX"
"GPOR","GULFPORT ENERGY CORP","GULFPORT ENERGY CORP","EQ0022702400001000","GPOR","CUf5T"
"GPRE","GREEN PLAINS RENEWABLE","GREEN PLAINS RENEWABLE ENERG","EQ0000000002382452","GPRE","CAffF"
"GPRO","GEN-PROBE INC","GEN-PROBE INC","EQ0000000000276580","GPRO","CYNR-"
"GPS","GAP INC","GAP INC/THE","EQ0010062500001000","GPS","CCbVa"
"GPX","GP STRATEGIES CORP","GP STRATEGIES CORP","EQ0010574600001000","GPX","GvHQV"
"GR","GOODRICH CORP","GOODRICH CORP","EQ0010066700001000","GR","yBD-s"
"GRA","GRACE W R & CO","WR GRACE & CO","EQ0031374600001000","GRA","B_-Q1"
"GRB","GERBER SCIENTIFIC INC",NA,NA,"","Cjdwc"
"GRC","GORMAN RUPP CO","GORMAN-RUPP CO","EQ0010423000001000","GRC","DOUjg"
"GRIF","GRIFFIN LAND & NURSERIE","GRIFFIN LAND & NURSERIES","EQ0022553700001000","GRIF","DYgjv"
"GRM","GRAHAM PACKAGING CO INC",NA,NA,"","L6K3r"
"GRMN","GARMIN LTD","GARMIN LTD","EQ0118444400001000","GRMN","CAfPu"
"GRT","GLIMCHER REALTY TRUST","GLIMCHER REALTY TRUST","EQ0012607200001000","GRT","CFRqR"
"GS","GOLDMAN SACHS GROUP INC","GOLDMAN SACHS GROUP INC","EQ0034876800001000","GS","B_HvJ"
"GSAT","GLOBALSTAR INC","GLOBALSTAR INC","EQ0000000002675545","GSAT","CZvfh"
"GSBC","GREAT SOUTHERN BANCORP","GREAT SOUTHERN BANCORP INC","EQ0010425300001000","GSBC","CGu_m"
"GSIG","GSI GROUP INC CDA NEW","GSI GROUP INC","EQ0017912600001002","GSIG","DqWeT"
"GSIT","GSI TECHNOLOGY","GSI TECHNOLOGY INC","EQ0000000001066043","GSIT","CrPQ2"
"GSM","GLOBE SPECIALTY METALS","GLOBE SPECIALTY METALS INC","EQ0000000001631900","GSM","DLtlv"
"GSOL","GLOBAL SOURCES LTD","GLOBAL SOURCES LTD","EQ0141424800001000","GSOL","CCxNL"
"GSS","GOLDEN STAR RES LTD CDA","GOLDEN STAR RESOURCES LTD","EQ0010933100001001","GSS","3qrHy"
"GST","GASTAR EXPL LTD","GASTAR EXPLORATION LTD","EQ0020229900001001","GST","BB-n_s"
"GT","GOODYEAR TIRE & RUBBER","GOODYEAR TIRE & RUBBER CO","EQ0010066800001000","GT","mmLOd"
"GTI","GRAFTECH INTL LTD","GRAFTECH INTERNATIONAL LTD","EQ0015919200001000","GTI","CImuy"
"GTIV","GENTIVA HEALTH SERVICES","GENTIVA HEALTH SERVICES","EQ0141406100001000","GTIV","CFII9"
"GTLS","CHART INDUSTRIES INC","CHART INDUSTRIES INC","EQ0000000002458219","GTLS","I2lRHx"
"GTN","GRAY TELEVISION INC","GRAY TELEVISION INC","EQ0010410300003000","GTN","CCotD"
"GTS","TRIPLE-S MANAGEMENT COR","TRIPLE-S MANAGEMENT CORP-B","EQ0000000000333135","GTS","CCRYG"
"GTXI","GTX INC","GTX INC","EQ0000000000793887","GTXI","DLzpB"
"GTY","GETTY REALTY CORP","GETTY REALTY CORP","EQ0031327900001000","GTY","B_Ksf"
"GUID","GUIDANCE SOFTWARE INC","GUIDANCE SOFTWARE INC","EQ0000000002809680","GUID","Dv5hQ"
"GVA","GRANITE CONSTR INC","GRANITE CONSTRUCTION INC","EQ0010410000001000","GVA","CEOKX"
"GWR","GENESEE & WYOMING INC","GENESEE & WYOMING INC-CL A","EQ0017181600002000","GWR","CCjAK"
"GWW","GRAINGER W W INC","WW GRAINGER INC","EQ0010067300001000","GWW","CeMED"
"GXP","GREAT PLAINS ENERGY INC","GREAT PLAINS ENERGY INC","EQ0010083800001000","GXP","Cpi7Z"
"GY","GENCORP INC","GENCORP INC","EQ0010064400001000","GY","CH79i"
"H","HYATT HOTELS CORP","HYATT HOTELS CORP - CL A","EQ0000000000085694","H","I2TnbD"
"HA","HAWAIIAN HOLDINGS INC","HAWAIIAN HOLDINGS INC","EQ0017049000002000","HA","CBEGy"
"HAE","HAEMONETICS CORP","HAEMONETICS CORP/MASS","EQ0010069500001000","HAE","I3UR3o"
"HAFC","HANMI FINANCIAL CORP","HANMI FINANCIAL CORPORATION","EQ0018176000001000","HAFC","I2c4of"
"HAIN","HAIN CELESTIAL GROUP","HAIN CELESTIAL GROUP INC","EQ0012643200001000","HAIN","CMaXM"
"HAL","HALLIBURTON CO","HALLIBURTON CO","EQ0010069800001000","HAL","B_FFI"
"HALL","HALLMARK FINL SVCS INC","HALLMARK FINL SERVICES INC","EQ0010277000001000","HALL","wJJou"
"HALO","HALOZYME THERAPEUTICS","HALOZYME THERAPEUTICS INC","EQ0000000000285248","HALO","CDwLo"
"HANS","HANSEN NAT CORP","MONSTER BEVERAGE CORP",NA,"MNST","CjbjG"
"HAR","HARMAN INTERNATIONAL IN","HARMAN INTERNATIONAL","EQ0010070800001000","HAR","CBi74"
"HAS","HASBRO INC","HASBRO INC","EQ0010431400001000","HAS","B_PVb"
"HAYN","HAYNES INTERNATIONAL IN","HAYNES INTERNATIONAL INC","EQ0000000001318828","HAYN","ChRmv"
"HBAN","HUNTINGTON BANCSHARES","HUNTINGTON BANCSHARES INC","EQ0010432300001000","HBAN","lctEr"
"HBHC","HANCOCK HOLDING CO","HANCOCK HOLDING CO","EQ0010432700001000","HBHC","DY4Kh"
"HBI","HANESBRAND INC","HANESBRANDS INC","EQ0000000002553883","HBI","B_LIg"
"HBIO","HARVARD BIOSCIENCE INC","HARVARD BIOSCIENCE INC","EQ0118463200001000","HBIO","qb2tT"
"HCA","HCA HOLDINGS INC","HCA HOLDINGS INC","EQ0000000010257146","HCA","jQKpR"
"HCBK","HUDSON CITY BANCORP","HUDSON CITY BANCORP INC","EQ0086143200001000","HCBK","CACX_"
"HCC","HCC INSURANCE HLDGS IN","HCC INSURANCE HOLDINGS INC","EQ0010433400001000","HCC","CEeGg"
"HCCI","HERITAGE CRYL CLEAN INC","HERITAGE-CRYSTAL CLEAN INC","EQ0000000003645440","HCCI","CFQvPL"
"HCKT","HACKETT GROUP INC","HACKETT GROUP INC/THE","EQ0031370900001000","HCKT","E21AP"
"HCN","HEALTH CARE REIT INC","HEALTH CARE REIT INC","EQ0010434000001000","HCN","CA3Ey"
"HCP","HCP INC","HCP INC","EQ0010072000001000","HCP","m3CFq"
"HCSG","HEALTHCARE SVCS GRP INC","HEALTHCARE SERVICES GROUP","EQ0010434400001000","HCSG","CbZVr"
"HD","HOME DEPOT INC","HOME DEPOT INC","EQ0010074300001000","HD","B_IDj"
